,Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
1380,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,25-34 years,1048.084359
1381,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,35-44 years,0
1382,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,45-54 years,1048.084359
1383,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,55-64 years,1048.084359
1384,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,65-74 years,1048.084359
1385,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,75-84 years,1048.084359
1386,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,85 years and over,1048.084359
1387,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,All ages,14
1388,08/12/2020,02/01/2020,08/08/2020,Wyoming,Unknown,All ages,0
1389,08/12/2020,02/01/2020,08/08/2020,Wyoming Total,All,All ages,26
1390,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,Under 1 year,0
1391,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,1-4 years,0
1392,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,5-14 years,0
1393,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,15-24 years,0
1394,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,25-34 years,1048.084359
1395,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,35-44 years,1048.084359
1396,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,45-54 years,15
1397,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,55-64 years,0
1398,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,65-74 years,0
1399,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,75-84 years,0
1400,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,85 years and over,0
1401,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Male,All ages,23
1402,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,Under 1 year,0
1403,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,1-4 years,0
1404,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,5-14 years,1048.084359
1405,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,15-24 years,0
1406,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,25-34 years,1048.084359
1407,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,35-44 years,1048.084359
1408,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,45-54 years,1048.084359
1409,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,55-64 years,0
1410,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,65-74 years,0
1411,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,75-84 years,0
1412,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,85 years and over,0
1413,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Female,All ages,11
1414,08/12/2020,02/01/2020,08/08/2020,Puerto Rico,Unknown,All ages,0
1415,08/12/2020,02/01/2020,08/08/2020,Puerto Rico Total,All,All ages,34
