Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Total Cases/1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Continent,Date
Cyprus,1318,13.0,20 ,,870.0,428.0,5.0,1091.0,17.0,239630.0,198303.0,Asia,08-14-2020
Latvia,1308,1.0,32 ,,1078.0,198.0,,694.0,17.0,222531.0,118145.0,Europe,08-14-2020
Georgia,1306,23.0,17 ,,1085.0,204.0,,327.0,4.0,283789.0,71157.0,Asia,08-14-2020
Malta,1276,31.0,9 ,,762.0,505.0,,2889.0,20.0,152087.0,344333.0,Europe,08-14-2020
Liberia,1252,,82 ,,738.0,432.0,,247.0,16.0,,,Africa,08-14-2020
Burkina Faso,1228,,54 ,,997.0,177.0,,59.0,3.0,,,Africa,08-14-2020
Botswana,1214,,3 ,,120.0,1091.0,1.0,515.0,1.0,87280.0,37030.0,Africa,08-14-2020
Niger,1161,,69 ,,1075.0,17.0,,48.0,3.0,9052.0,373.0,Africa,08-14-2020
Togo,1104,,26 ,,791.0,287.0,2.0,133.0,3.0,50884.0,6130.0,Africa,08-14-2020
Bahamas,1089,,15 ,,138.0,936.0,1.0,2766.0,38.0,7242.0,18395.0,North America,08-14-2020
Jamaica,1071,6.0,14 ,,754.0,303.0,1.0,361.0,5.0,45279.0,15283.0,North America,08-14-2020
Andorra,989,8.0,53 ,,863.0,73.0,1.0,12798.0,686.0,3750.0,48525.0,Europe,08-14-2020
Chad,949,,76 ,,860.0,13.0,,58.0,5.0,,,Africa,08-14-2020
Vietnam,929,18.0,21 ,,437.0,471.0,,10.0,0.2,621823.0,6381.0,Asia,08-14-2020
Aruba,894,,4 ,,114.0,776.0,,8369.0,37.0,14047.0,131500.0,North America,08-14-2020
Lesotho,884,,25 ,,271.0,588.0,,412.0,12.0,11097.0,5175.0,Africa,08-14-2020
Sao Tome and Principe,883,,15 ,,808.0,60.0,,4021.0,68.0,3211.0,14621.0,Africa,08-14-2020
Réunion,754,,5 ,,631.0,118.0,4.0,841.0,6.0,35419.0,39527.0,Africa,08-14-2020
Diamond Princess,712,,13 ,,651.0,48.0,4.0,,,,,,08-14-2020
San Marino,699,,42 ,,657.0,0.0,,20595.0,1237.0,6068.0,178786.0,Europe,08-14-2020
Guyana,631,,22 ,,202.0,407.0,5.0,802.0,28.0,5638.0,7164.0,South America,08-14-2020
Channel Islands,607,4.0,47 ,,545.0,15.0,,3487.0,270.0,52055.0,299077.0,Europe,08-14-2020
Tanzania,509,,21 ,,183.0,305.0,7.0,8.0,0.4,,,Africa,08-14-2020
Taiwan,481,,7 ,,450.0,24.0,,20.0,0.3,84249.0,3537.0,Asia,08-14-2020
Trinidad and Tobago,412,8.0,8 ,,139.0,265.0,,294.0,6.0,12616.0,9011.0,North America,08-14-2020
Burundi,412,2.0,1 ,,315.0,96.0,,35.0,0.08,17306.0,1451.0,Africa,08-14-2020
Comoros,399,,7 ,,379.0,13.0,,458.0,8.0,,,Africa,08-14-2020
Myanmar,369,,6 ,,321.0,42.0,,7.0,0.1,130539.0,2397.0,Asia,08-14-2020
Guadeloupe,367,,14 ,,289.0,64.0,4.0,917.0,35.0,21269.0,53155.0,North America,08-14-2020
Faeroe Islands,362,, ,,225.0,137.0,,7405.0,,65948.0,1349044.0,Europe,08-14-2020
Belize,356,60.0,2 ,,32.0,322.0,3.0,893.0,5.0,4688.0,11766.0,North America,08-14-2020
Mauritius,344,,10 ,,334.0,0.0,,270.0,8.0,205285.0,161384.0,Africa,08-14-2020
Martinique,336,,16 ,,98.0,222.0,2.0,895.0,43.0,12227.0,32585.0,North America,08-14-2020
Isle of Man,336,,24 ,,312.0,0.0,,3949.0,282.0,9004.0,105821.0,Europe,08-14-2020
Mongolia,297,, ,,269.0,28.0,1.0,90.0,,42533.0,12950.0,Asia,08-14-2020
Eritrea,285,, ,,248.0,37.0,,80.0,,,,Africa,08-14-2020
Cambodia,273,1.0, ,,225.0,48.0,1.0,16.0,,77380.0,4621.0,Asia,08-14-2020
Papua New Guinea,271,,3 ,,78.0,190.0,,30.0,0.3,11920.0,1329.0,Australia/Oceania,08-14-2020
Sint Maarten,263,15.0,17 ,,102.0,144.0,3.0,6126.0,396.0,1637.0,38129.0,North America,08-14-2020
Turks and Caicos,258,17.0,2 ,,52.0,204.0,3.0,6653.0,52.0,1631.0,42060.0,North America,08-14-2020
Gibraltar,205,, ,,188.0,17.0,,6085.0,,26053.0,773316.0,Europe,08-14-2020
Cayman Islands,203,,1 ,,202.0,0.0,,3085.0,15.0,32212.0,489455.0,North America,08-14-2020
Bermuda,159,,9 ,,145.0,5.0,,2554.0,145.0,31021.0,498337.0,North America,08-14-2020
Barbados,144,,7 ,,118.0,19.0,,501.0,24.0,13657.0,47516.0,North America,08-14-2020
Monaco,144,,4 ,,114.0,26.0,4.0,3666.0,102.0,38209.0,972858.0,Europe,08-14-2020
Brunei ,142,,3 ,,138.0,1.0,,324.0,7.0,43312.0,98892.0,Asia,08-14-2020
French Polynesia,139,, ,,64.0,75.0,1.0,494.0,,6525.0,23212.0,Australia/Oceania,08-14-2020
Bhutan,128,, ,,100.0,28.0,,166.0,,56207.0,72750.0,Asia,08-14-2020
Seychelles,127,, ,,126.0,1.0,,1290.0,,,,Africa,08-14-2020
Antigua and Barbuda,93,1.0,3 ,,83.0,7.0,1.0,949.0,31.0,1780.0,18159.0,North America,08-14-2020
Saint Martin,92,,4 ,,45.0,43.0,1.0,2375.0,103.0,1899.0,49018.0,North America,08-14-2020
Liechtenstein,91,1.0,1 ,,87.0,3.0,,2386.0,26.0,900.0,23597.0,Europe,08-14-2020
St. Vincent Grenadines,57,, ,,55.0,2.0,,514.0,,2649.0,23869.0,North America,08-14-2020
Macao,46,, ,,46.0,0.0,,71.0,,4071.0,6260.0,Asia,08-14-2020
Curaçao,32,,1 ,,30.0,1.0,,195.0,6.0,1080.0,6578.0,North America,08-14-2020
Fiji,28,,1 ,,20.0,7.0,,31.0,1.0,6693.0,7460.0,Australia/Oceania,08-14-2020
Saint Lucia,25,, ,,25.0,0.0,,136.0,,4465.0,24302.0,North America,08-14-2020
Timor-Leste,25,, ,,24.0,1.0,,19.0,,4238.0,3207.0,Asia,08-14-2020
Grenada,24,, ,,23.0,1.0,,213.0,,6252.0,55531.0,North America,08-14-2020
New Caledonia,23,, ,,22.0,1.0,,80.0,,11265.0,39413.0,Australia/Oceania,08-14-2020
Laos,22,2.0, ,,19.0,3.0,,3.0,,33001.0,4528.0,Asia,08-14-2020
Dominica,18,, ,,18.0,0.0,,250.0,,1005.0,13957.0,North America,08-14-2020
Saint Kitts and Nevis,17,, ,,17.0,0.0,,319.0,,1312.0,24641.0,North America,08-14-2020
Greenland,14,, ,,14.0,0.0,,247.0,,6275.0,110510.0,North America,08-14-2020
Montserrat,13,,1 ,,12.0,0.0,,2604.0,200.0,61.0,12220.0,North America,08-14-2020
Caribbean Netherlands,13,, ,,7.0,6.0,,495.0,,424.0,16151.0,North America,08-14-2020
Falkland Islands,13,, ,,13.0,0.0,,3724.0,,2256.0,646233.0,South America,08-14-2020
St. Barth,13,, ,,8.0,5.0,,1316.0,,1612.0,163141.0,North America,08-14-2020
Vatican City,12,, ,,12.0,0.0,,14981.0,,,,Europe,08-14-2020
Western Sahara,10,,1 ,,8.0,1.0,,17.0,2.0,,,Africa,08-14-2020
MS Zaandam,9,,2 ,,,7.0,,,,,,,08-14-2020
British Virgin Islands,9,,1 ,,7.0,1.0,,297.0,33.0,1522.0,50306.0,North America,08-14-2020
World,21488144,142966.0,766028,3211.0,14243443.0,6478673.0,64450.0,2757.0,98.3,,,All,08-15-2020
USA,5497613,21347.0,171999 ,464.0,2878551.0,2447063.0,17218.0,16597.0,519.0,69558435.0,209994.0,North America,08-15-2020
Brazil,3282101,3206.0,106608 ,37.0,2384302.0,791191.0,8318.0,15427.0,501.0,13464336.0,63289.0,South America,08-15-2020
India,2587461,62239.0,50080 ,946.0,1858447.0,678934.0,8944.0,1873.0,36.0,28563095.0,20673.0,Asia,08-15-2020
Russia,917884,5061.0,15617 ,119.0,729411.0,172856.0,2300.0,6289.0,107.0,32200000.0,220635.0,Europe,08-15-2020
South Africa,579140,,11556 ,,461734.0,105850.0,539.0,9750.0,195.0,3351111.0,56418.0,Africa,08-15-2020
Peru,516296,,25856 ,,354232.0,136208.0,1553.0,15633.0,783.0,2705122.0,81908.0,South America,08-15-2020
Mexico,511369,5618.0,55908 ,615.0,345653.0,109808.0,3646.0,3961.0,433.0,1156852.0,8961.0,North America,08-15-2020
Colombia,445111,,14492 ,,261296.0,169323.0,1493.0,8737.0,284.0,2104766.0,41312.0,South America,08-15-2020
Chile,383902,1791.0,10395 ,55.0,356951.0,16556.0,1207.0,20062.0,543.0,1988709.0,103924.0,South America,08-15-2020
Spain,358843,,28617 ,,,,617.0,7675.0,612.0,7472031.0,159805.0,Europe,08-15-2020
Iran,341070,2245.0,19492 ,161.0,295630.0,25948.0,3911.0,4055.0,232.0,2836252.0,33716.0,Asia,08-15-2020
UK,317379,1012.0,41361 ,3.0,,,80.0,4672.0,609.0,14320621.0,210815.0,Europe,08-15-2020
Saudi Arabia,297315,1413.0,3369 ,31.0,264487.0,29459.0,1766.0,8524.0,97.0,4202076.0,120480.0,Asia,08-15-2020
Pakistan,288047,747.0,6162 ,9.0,265624.0,16261.0,768.0,1301.0,28.0,2253131.0,10177.0,Asia,08-15-2020
Argentina,282437,,5565 ,38.0,205697.0,71175.0,1718.0,6242.0,123.0,949170.0,20978.0,South America,08-15-2020
Bangladesh,274525,2644.0,3625 ,34.0,157635.0,113265.0,,1665.0,22.0,1341648.0,8137.0,Asia,08-15-2020
Italy,253438,629.0,35392 ,4.0,203640.0,14406.0,55.0,4192.0,585.0,7520610.0,124409.0,Europe,08-15-2020
Turkey,246861,,5934 ,,228980.0,11947.0,656.0,2923.0,70.0,5592072.0,66219.0,Asia,08-15-2020
Germany,223981,207.0,9289 ,,202550.0,12142.0,224.0,2672.0,111.0,8586648.0,102445.0,Europe,08-15-2020
France,212211,,30406 ,,83848.0,97957.0,367.0,3250.0,466.0,6000000.0,91896.0,Europe,08-15-2020
Iraq,172583,4293.0,5785 ,76.0,122700.0,44098.0,590.0,4280.0,143.0,1263650.0,31336.0,Asia,08-15-2020
Philippines,157918,4351.0,2600 ,159.0,72209.0,83109.0,461.0,1439.0,24.0,2003875.0,18258.0,Asia,08-15-2020
Indonesia,137468,2345.0,6071 ,50.0,91321.0,40076.0,,502.0,22.0,1862801.0,6802.0,Asia,08-15-2020
Canada,121760,108.0,9021 ,1.0,108044.0,4695.0,2296.0,3223.0,239.0,4685663.0,124018.0,North America,08-15-2020
Qatar,114809,277.0,192 ,2.0,111505.0,3112.0,69.0,40889.0,68.0,546285.0,194559.0,Asia,08-15-2020
Kazakhstan,102287,439.0,1269 ,,80716.0,20302.0,221.0,5440.0,67.0,2252153.0,119773.0,Asia,08-15-2020
Ecuador,100688,1279.0,6065 ,35.0,79354.0,15269.0,352.0,5697.0,343.0,284704.0,16108.0,South America,08-15-2020
Bolivia,97950,1491.0,3939 ,55.0,34723.0,59288.0,71.0,8378.0,337.0,208523.0,17835.0,South America,08-15-2020
Egypt,96220,,5124 ,,57858.0,33238.0,41.0,938.0,50.0,135000.0,1316.0,Africa,08-15-2020
Israel,91080,,665 ,,66965.0,23450.0,375.0,9903.0,72.0,2071380.0,225209.0,Asia,08-15-2020
Ukraine,89719,1847.0,2044 ,33.0,47430.0,40245.0,138.0,2053.0,47.0,1273821.0,29149.0,Europe,08-15-2020
Dominican Republic,85545,1057.0,1438 ,29.0,51356.0,32751.0,303.0,7876.0,132.0,317643.0,29246.0,North America,08-15-2020
Sweden,84294,,5783 ,,,,31.0,8340.0,572.0,917036.0,90733.0,Europe,08-15-2020
Oman,82924,181.0,562 ,5.0,77550.0,4812.0,158.0,16192.0,110.0,309212.0,60378.0,Asia,08-15-2020
Panama,79402,,1734 ,,52886.0,24782.0,153.0,18368.0,401.0,264046.0,61083.0,North America,08-15-2020
Belgium,77113,922.0,9924 ,8.0,17941.0,49248.0,80.0,6650.0,856.0,1962386.0,169232.0,Europe,08-15-2020
Kuwait,75697,512.0,498 ,4.0,67519.0,7680.0,115.0,17694.0,116.0,555937.0,129951.0,Asia,08-15-2020
Romania,69374,1328.0,2954 ,50.0,32334.0,34086.0,473.0,3609.0,154.0,1502042.0,78145.0,Europe,08-15-2020
Belarus,69308,,603 ,,66452.0,2253.0,,7335.0,64.0,1402346.0,148413.0,Europe,08-15-2020
UAE,64102,283.0,361 ,2.0,57571.0,6170.0,,6472.0,36.0,5929093.0,598615.0,Asia,08-15-2020
Netherlands,62495,655.0,6169 ,2.0,,,57.0,3646.0,360.0,1195475.0,69749.0,Europe,08-15-2020
Guatemala,62313,885.0,2355 ,14.0,50183.0,9775.0,5.0,3471.0,131.0,200558.0,11171.0,North America,08-15-2020
Poland,56090,771.0,1869 ,11.0,38853.0,15368.0,84.0,1482.0,49.0,2307735.0,60984.0,Europe,08-15-2020
Singapore,55661,81.0,27 ,,51521.0,4113.0,,9505.0,5.0,1610906.0,275089.0,Asia,08-15-2020
Portugal,53981,198.0,1775 ,3.0,39585.0,12621.0,37.0,5296.0,174.0,1799226.0,176517.0,Europe,08-15-2020
Japan,52217,,1073 ,,37479.0,13665.0,211.0,413.0,8.0,1107537.0,8760.0,Asia,08-15-2020
Honduras,49467,425.0,1548 ,6.0,7128.0,40791.0,37.0,4985.0,156.0,121168.0,12211.0,North America,08-15-2020
Nigeria,48445,,973 ,,35998.0,11474.0,7.0,234.0,5.0,344397.0,1666.0,Africa,08-15-2020
Bahrain,46052,,169 ,1.0,42469.0,3414.0,39.0,26963.0,99.0,954192.0,558671.0,Asia,08-15-2020
Ghana,42210,363.0,231 ,8.0,40147.0,1832.0,5.0,1355.0,7.0,424315.0,13623.0,Africa,08-15-2020
Kyrgyzstan,41645,272.0,1493 ,2.0,33951.0,6201.0,24.0,6371.0,228.0,267718.0,40955.0,Asia,08-15-2020
Armenia,41495,196.0,817 ,3.0,34484.0,6194.0,,14000.0,276.0,183789.0,62009.0,Asia,08-15-2020
Morocco,41017,1776.0,632 ,21.0,28566.0,11819.0,31.0,1110.0,17.0,1583234.0,42833.0,Africa,08-15-2020
Switzerland,37924,253.0,1991 ,,33200.0,2733.0,26.0,4378.0,230.0,876065.0,101135.0,Europe,08-15-2020
Algeria,37664,,1351 ,,26308.0,10005.0,44.0,857.0,31.0,,,Africa,08-15-2020
Afghanistan,37550,119.0,1369 ,6.0,27166.0,9015.0,31.0,962.0,35.0,98291.0,2518.0,Asia,08-15-2020
Uzbekistan,34251,430.0,223 ,3.0,28661.0,5367.0,410.0,1022.0,7.0,1377915.0,41099.0,Asia,08-15-2020
Azerbaijan,34107,89.0,506 ,2.0,31697.0,1904.0,,3360.0,50.0,826043.0,81382.0,Asia,08-15-2020
Venezuela,31381,,266 ,,21580.0,9535.0,81.0,1104.0,9.0,1618708.0,56945.0,South America,08-15-2020
Moldova,29905,422.0,895 ,11.0,20908.0,8102.0,362.0,7415.0,222.0,128076.0,31759.0,Europe,08-15-2020
Kenya,29849,515.0,472 ,7.0,15970.0,13407.0,44.0,554.0,9.0,387670.0,7191.0,Africa,08-15-2020
Serbia,29471,238.0,670 ,5.0,26440.0,2361.0,75.0,3375.0,77.0,798009.0,91380.0,Europe,08-15-2020
Ethiopia,28894,1652.0,509 ,17.0,12037.0,16348.0,195.0,251.0,4.0,589694.0,5115.0,Africa,08-15-2020
Ireland,27191,196.0,1774 ,,23364.0,2053.0,8.0,5499.0,359.0,709689.0,143534.0,Europe,08-15-2020
Costa Rica,26931,,281 ,,8785.0,17865.0,99.0,5281.0,55.0,112960.0,22150.0,North America,08-15-2020
Nepal,26019,468.0,102 ,3.0,17201.0,8716.0,,891.0,3.0,818462.0,28031.0,Asia,08-15-2020
Austria,23179,303.0,728 ,3.0,20627.0,1824.0,21.0,2572.0,81.0,1009354.0,111992.0,Europe,08-15-2020
Australia,23035,292.0,379 ,4.0,13634.0,9022.0,47.0,902.0,15.0,5237936.0,205125.0,Australia/Oceania,08-15-2020
El Salvador,22619,305.0,603 ,8.0,10618.0,11398.0,443.0,3485.0,93.0,275993.0,42524.0,North America,08-15-2020
Czechia,19818,125.0,395 ,1.0,13751.0,5672.0,24.0,1850.0,37.0,791082.0,73854.0,Europe,08-15-2020
Cameroon,18469,,401 ,,15320.0,2748.0,30.0,694.0,15.0,149000.0,5597.0,Africa,08-15-2020
Ivory Coast,16935,,108 ,,13721.0,3106.0,,640.0,4.0,112061.0,4236.0,Africa,08-15-2020
Palestine,16153,319.0,108 ,2.0,9388.0,6657.0,,3158.0,21.0,214862.0,42007.0,Asia,08-15-2020
Bosnia and Herzegovina,15801,266.0,471 ,2.0,9619.0,5711.0,,4820.0,144.0,161008.0,49115.0,Europe,08-15-2020
Denmark,15483,104.0,621 ,,13275.0,1587.0,1.0,2672.0,107.0,1903899.0,328557.0,Europe,08-15-2020
S. Korea,15039,166.0,305 ,,13901.0,833.0,14.0,293.0,6.0,1675296.0,32673.0,Asia,08-15-2020
Bulgaria,14243,,492 ,,9114.0,4637.0,58.0,2052.0,71.0,330785.0,47652.0,Europe,08-15-2020
Madagascar,13724,81.0,166 ,2.0,12232.0,1326.0,94.0,494.0,6.0,51559.0,1857.0,Africa,08-15-2020
North Macedonia,12653,138.0,539 ,4.0,9123.0,2991.0,4.0,6073.0,259.0,125128.0,60061.0,Europe,08-15-2020
Sudan,12211,49.0,796 ,3.0,6340.0,5075.0,,278.0,18.0,401.0,9.0,Africa,08-15-2020
Senegal,12032,160.0,251 ,2.0,7637.0,4144.0,57.0,716.0,15.0,129392.0,7705.0,Africa,08-15-2020
Norway,9934,26.0,261 ,,8857.0,816.0,2.0,1831.0,48.0,530446.0,97753.0,Europe,08-15-2020
DRC,9605,,238 ,,8512.0,855.0,,107.0,3.0,,,Africa,08-15-2020
Zambia,9186,165.0,260 ,4.0,8065.0,861.0,,498.0,14.0,98766.0,5356.0,Africa,08-15-2020
Malaysia,9175,26.0,125 ,,8831.0,219.0,6.0,283.0,4.0,1106217.0,34126.0,Asia,08-15-2020
Paraguay,9022,,108 ,,5657.0,3257.0,38.0,1263.0,15.0,149349.0,20908.0,South America,08-15-2020
French Guiana,8549,,53 ,,7841.0,655.0,16.0,28539.0,177.0,44435.0,148337.0,South America,08-15-2020
Guinea,8260,,50 ,,7177.0,1033.0,24.0,627.0,4.0,14407.0,1094.0,Africa,08-15-2020
Gabon,8225,,51 ,,6277.0,1897.0,1.0,3686.0,23.0,100298.0,44942.0,Africa,08-15-2020
Lebanon,8045,,94 ,,2551.0,5400.0,42.0,1179.0,14.0,401016.0,58787.0,Asia,08-15-2020
Tajikistan,8029,40.0,64 ,1.0,6815.0,1150.0,,840.0,7.0,,,Asia,08-15-2020
Haiti,7831,21.0,196 ,4.0,5235.0,2400.0,,686.0,17.0,18933.0,1658.0,North America,08-15-2020
Finland,7720,20.0,333 ,,7050.0,337.0,,1393.0,60.0,460908.0,83169.0,Europe,08-15-2020
Luxembourg,7405,,122 ,,6500.0,783.0,3.0,11807.0,195.0,672717.0,1072615.0,Europe,08-15-2020
Libya,7327,,139 ,,848.0,6340.0,,1065.0,20.0,75827.0,11018.0,Africa,08-15-2020
Albania,7260,143.0,225 ,6.0,3746.0,3289.0,16.0,2523.0,78.0,45402.0,15779.0,Europe,08-15-2020
Greece,6858,226.0,226 ,3.0,3804.0,2828.0,23.0,658.0,22.0,715503.0,68689.0,Europe,08-15-2020
Mauritania,6676,,157 ,,5889.0,630.0,3.0,1432.0,34.0,58147.0,12469.0,Africa,08-15-2020
Croatia,6420,162.0,165 ,2.0,5193.0,1062.0,10.0,1565.0,40.0,136280.0,33223.0,Europe,08-15-2020
Maldives,5572,,22 ,,3010.0,2540.0,12.0,10287.0,41.0,94047.0,173628.0,Asia,08-15-2020
Djibouti,5367,,59 ,,5181.0,127.0,,5423.0,60.0,62731.0,63384.0,Africa,08-15-2020
Zimbabwe,5072,,128 ,,1998.0,2946.0,,341.0,9.0,149748.0,10058.0,Africa,08-15-2020
Malawi,5026,38.0,157 ,1.0,2623.0,2246.0,4.0,262.0,8.0,38798.0,2022.0,Africa,08-15-2020
Hungary,4877,24.0,607 ,,3606.0,664.0,8.0,505.0,63.0,375685.0,38902.0,Europe,08-15-2020
Equatorial Guinea,4821,,83 ,,2182.0,2556.0,,3424.0,59.0,44356.0,31503.0,Africa,08-15-2020
CAR,4652,,61 ,,1728.0,2863.0,2.0,961.0,13.0,29930.0,6184.0,Africa,08-15-2020
Hong Kong,4407,46.0,68 ,1.0,3488.0,851.0,27.0,587.0,9.0,780415.0,103995.0,Asia,08-15-2020
Nicaragua,4115,,128 ,,2913.0,1074.0,,620.0,19.0,,,North America,08-15-2020
Montenegro,3930,,73 ,,2752.0,1105.0,,6257.0,116.0,41729.0,66439.0,Europe,08-15-2020
Congo,3745,,60 ,,1625.0,2060.0,,677.0,11.0,,,Africa,08-15-2020
Namibia,3726,,31 ,,2342.0,1353.0,14.0,1463.0,12.0,38743.0,15216.0,Africa,08-15-2020
Eswatini,3670,,68 ,,1991.0,1611.0,10.0,3159.0,59.0,28380.0,24432.0,Africa,08-15-2020
Thailand,3376,,58 ,,3193.0,125.0,1.0,48.0,0.8,749213.0,10730.0,Asia,08-15-2020
Cuba,3292,63.0,88 ,,2568.0,636.0,3.0,291.0,8.0,324043.0,28611.0,North America,08-15-2020
Somalia,3250,,93 ,,2268.0,889.0,2.0,204.0,6.0,,,Africa,08-15-2020
Cabo Verde,3136,,33 ,,2254.0,849.0,,5633.0,59.0,61633.0,110709.0,Africa,08-15-2020
Mayotte,3119,,39 ,,2940.0,140.0,1.0,11401.0,143.0,13000.0,47521.0,Africa,08-15-2020
Sri Lanka,2888,2.0,11 ,,2666.0,211.0,1.0,135.0,0.5,166737.0,7783.0,Asia,08-15-2020
Slovakia,2855,54.0,31 ,,1969.0,855.0,6.0,523.0,6.0,292825.0,53631.0,Europe,08-15-2020
Suriname,2838,,41 ,,1894.0,903.0,15.0,4833.0,70.0,4449.0,7576.0,South America,08-15-2020
Mozambique,2791,83.0,19 ,,1136.0,1636.0,,89.0,0.6,76614.0,2444.0,Africa,08-15-2020
Mali,2597,,125 ,,1979.0,493.0,,128.0,6.0,30772.0,1515.0,Africa,08-15-2020
South Sudan,2482,,47 ,,1175.0,1260.0,,221.0,4.0,12044.0,1074.0,Africa,08-15-2020
Slovenia,2401,32.0,129 ,,2042.0,230.0,3.0,1155.0,62.0,142913.0,68742.0,Europe,08-15-2020
Lithuania,2386,34.0,81 ,,1704.0,601.0,6.0,878.0,30.0,576248.0,212067.0,Europe,08-15-2020
Rwanda,2293,,8 ,,1604.0,681.0,,177.0,0.6,323905.0,24938.0,Africa,08-15-2020
Estonia,2184,7.0,63 ,,1976.0,145.0,,1646.0,47.0,133506.0,100634.0,Europe,08-15-2020
Guinea-Bissau,2088,,29 ,,1015.0,1044.0,5.0,1058.0,15.0,1500.0,760.0,Africa,08-15-2020
Tunisia,2023,120.0,54 ,1.0,1327.0,642.0,9.0,171.0,5.0,111517.0,9424.0,Africa,08-15-2020
Benin,2014,,38 ,,1681.0,295.0,,166.0,3.0,101987.0,8388.0,Africa,08-15-2020
Iceland,1999,16.0,10 ,,1870.0,119.0,1.0,5853.0,29.0,177586.0,519996.0,Europe,08-15-2020
Sierra Leone,1947,,69 ,,1502.0,376.0,,244.0,9.0,,,Africa,08-15-2020
Yemen,1858,,528 ,,1009.0,321.0,,62.0,18.0,120.0,4.0,Asia,08-15-2020
Angola,1852,,86 ,,584.0,1182.0,20.0,56.0,3.0,64747.0,1963.0,Africa,08-15-2020
Gambia,1689,66.0,54 ,4.0,347.0,1288.0,,697.0,22.0,6312.0,2604.0,Africa,08-15-2020
New Zealand,1609,7.0,22 ,,1531.0,56.0,1.0,322.0,4.0,548260.0,109606.0,Australia/Oceania,08-15-2020
Syria,1515,,58 ,,403.0,1054.0,,86.0,3.0,,,Asia,08-15-2020
Uganda,1434,49.0,13 ,1.0,1142.0,279.0,,31.0,0.3,312792.0,6815.0,Africa,08-15-2020
Uruguay,1421,,38 ,,1182.0,201.0,4.0,409.0,11.0,142599.0,41033.0,South America,08-15-2020
Malta,1348,72.0,9 ,,782.0,557.0,3.0,3052.0,20.0,154522.0,349843.0,Europe,08-15-2020
Jordan,1339,10.0,11 ,,1229.0,99.0,3.0,131.0,1.0,686351.0,67188.0,Asia,08-15-2020
Cyprus,1332,14.0,20 ,,870.0,442.0,5.0,1102.0,17.0,239630.0,198299.0,Asia,08-15-2020
Georgia,1321,15.0,17 ,,1088.0,216.0,,331.0,4.0,283789.0,71157.0,Asia,08-15-2020
Latvia,1315,7.0,32 ,,1078.0,205.0,,698.0,17.0,224412.0,119147.0,Europe,08-15-2020
Liberia,1252,,82 ,,738.0,432.0,,247.0,16.0,,,Africa,08-15-2020
Burkina Faso,1240,2.0,54 ,,1006.0,180.0,,59.0,3.0,,,Africa,08-15-2020
Botswana,1214,,3 ,,120.0,1091.0,1.0,515.0,1.0,87280.0,37028.0,Africa,08-15-2020
Niger,1165,4.0,69 ,,1077.0,19.0,,48.0,3.0,9052.0,372.0,Africa,08-15-2020
Togo,1124,,26 ,,806.0,292.0,2.0,135.0,3.0,51523.0,6207.0,Africa,08-15-2020
Bahamas,1119,,17 ,,138.0,964.0,1.0,2842.0,43.0,7322.0,18598.0,North America,08-15-2020
Jamaica,1082,11.0,14 ,,761.0,307.0,1.0,365.0,5.0,45720.0,15432.0,North America,08-15-2020
Andorra,989,,53 ,,863.0,73.0,1.0,12798.0,686.0,3750.0,48525.0,Europe,08-15-2020
Aruba,973,,4 ,,114.0,855.0,,9109.0,37.0,14047.0,131499.0,North America,08-15-2020
Chad,951,,76 ,,862.0,13.0,,58.0,5.0,,,Africa,08-15-2020
Vietnam,950,20.0,23 ,1.0,447.0,480.0,,10.0,0.2,621823.0,6381.0,Asia,08-15-2020
Lesotho,903,19.0,25 ,,271.0,607.0,,421.0,12.0,11097.0,5175.0,Africa,08-15-2020
Sao Tome and Principe,885,,15 ,,809.0,61.0,,4029.0,68.0,3249.0,14793.0,Africa,08-15-2020
Réunion,776,,5 ,,657.0,114.0,4.0,866.0,6.0,35419.0,39526.0,Africa,08-15-2020
Diamond Princess,712,,13 ,,651.0,48.0,4.0,,,,,,08-15-2020
San Marino,699,,42 ,,657.0,0.0,,20595.0,1237.0,6068.0,178786.0,Europe,08-15-2020
Guyana,649,,22 ,,306.0,321.0,6.0,825.0,28.0,5809.0,7381.0,South America,08-15-2020
Channel Islands,607,,47 ,,545.0,15.0,,3487.0,270.0,52055.0,299069.0,Europe,08-15-2020
Tanzania,509,,21 ,,183.0,305.0,7.0,8.0,0.4,,,Africa,08-15-2020
Taiwan,482,1.0,7 ,,450.0,25.0,,20.0,0.3,84446.0,3545.0,Asia,08-15-2020
Trinidad and Tobago,474,48.0,10 ,,139.0,325.0,3.0,339.0,7.0,13375.0,9553.0,North America,08-15-2020
Guadeloupe,446,,14 ,,289.0,143.0,2.0,1115.0,35.0,22696.0,56721.0,North America,08-15-2020
Burundi,412,,1 ,,315.0,96.0,,35.0,0.08,17306.0,1451.0,Africa,08-15-2020
Comoros,403,,7 ,,379.0,17.0,,462.0,8.0,,,Africa,08-15-2020
Belize,388,32.0,3 ,1.0,35.0,350.0,3.0,974.0,8.0,4860.0,12197.0,North America,08-15-2020
Myanmar,374,,6 ,,322.0,46.0,,7.0,0.1,130539.0,2397.0,Asia,08-15-2020
Faeroe Islands,370,5.0, ,,225.0,145.0,,7569.0,,68620.0,1403674.0,Europe,08-15-2020
