Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Total Cases/1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Continent,Date
Panama,3234,,79 ,,23.0,3132.0,104.0,750.0,18.0,14588.0,3381.0,North America,04-12-2020
Qatar,2979,251.0,7 ,1.0,275.0,2697.0,37.0,1034.0,2.0,49102.0,17043.0,Asia,04-12-2020
Finland,2974,69.0,56 ,7.0,300.0,2618.0,80.0,537.0,10.0,45019.0,8125.0,Europe,04-12-2020
Dominican Republic,2967,208.0,173 ,38.0,131.0,2663.0,147.0,274.0,16.0,9275.0,855.0,North America,04-12-2020
Ukraine,2777,266.0,83 ,10.0,89.0,2605.0,45.0,63.0,2.0,30314.0,693.0,Europe,04-12-2020
Colombia,2709,,100 ,,214.0,2395.0,92.0,53.0,2.0,40603.0,798.0,South America,04-12-2020
Belarus,2578,352.0,26 ,3.0,203.0,2349.0,50.0,273.0,3.0,64000.0,6773.0,Europe,04-12-2020
Thailand,2551,33.0,38 ,3.0,1218.0,1295.0,61.0,37.0,0.5,71860.0,1030.0,Asia,04-12-2020
Singapore,2532,233.0,8 ,,560.0,1964.0,31.0,433.0,1.0,72680.0,12423.0,Asia,04-12-2020
South Africa,2173,145.0,25 ,,410.0,1738.0,7.0,37.0,0.4,80085.0,1350.0,Africa,04-12-2020
Argentina,2142,,90 ,1.0,468.0,1584.0,83.0,47.0,2.0,19758.0,437.0,South America,04-12-2020
Greece,2114,33.0,98 ,5.0,269.0,1747.0,76.0,203.0,9.0,42261.0,4055.0,Europe,04-12-2020
Egypt,1939,,146 ,,426.0,1367.0,,19.0,1.0,25000.0,244.0,Africa,04-12-2020
Algeria,1914,89.0,293 ,18.0,591.0,1030.0,60.0,44.0,7.0,3359.0,77.0,Africa,04-12-2020
Iceland,1701,12.0,8 ,,889.0,804.0,10.0,4985.0,23.0,35253.0,103308.0,Europe,04-12-2020
Moldova,1662,102.0,31 ,1.0,94.0,1537.0,80.0,412.0,8.0,6271.0,1555.0,Europe,04-12-2020
Morocco,1661,116.0,118 ,7.0,177.0,1366.0,1.0,45.0,3.0,8473.0,230.0,Africa,04-12-2020
Croatia,1600,66.0,23 ,2.0,373.0,1204.0,34.0,390.0,6.0,16381.0,3990.0,Europe,04-12-2020
Hungary,1410,100.0,99 ,14.0,118.0,1193.0,58.0,146.0,10.0,33532.0,3471.0,Europe,04-12-2020
Iraq,1352,34.0,76 ,4.0,640.0,636.0,,34.0,2.0,35415.0,880.0,Asia,04-12-2020
New Zealand,1330,18.0,4 ,,471.0,855.0,5.0,276.0,0.8,61167.0,12684.0,Australia/Oceania,04-12-2020
Estonia,1309,5.0,25 ,1.0,98.0,1186.0,11.0,987.0,19.0,30349.0,22878.0,Europe,04-12-2020
Kuwait,1234,80.0,1 ,,142.0,1091.0,29.0,289.0,0.2,,,Asia,04-12-2020
Slovenia,1205,17.0,53 ,3.0,150.0,1002.0,35.0,580.0,25.0,34851.0,16764.0,Europe,04-12-2020
Bahrain,1136,96.0,6 ,,558.0,572.0,4.0,668.0,4.0,63973.0,37596.0,Asia,04-12-2020
Azerbaijan,1098,40.0,11 ,,250.0,837.0,27.0,108.0,1.0,66677.0,6576.0,Asia,04-12-2020
Lithuania,1053,27.0,23 ,,97.0,933.0,14.0,387.0,8.0,40712.0,14955.0,Europe,04-12-2020
Armenia,1013,46.0,13 ,,197.0,803.0,30.0,342.0,4.0,7164.0,2418.0,Asia,04-12-2020
Hong Kong,1005,4.0,4 ,,360.0,641.0,13.0,134.0,0.5,96709.0,12900.0,Asia,04-12-2020
Bosnia and Herzegovina,1004,58.0,39 ,2.0,193.0,772.0,4.0,306.0,12.0,10975.0,3345.0,Europe,04-12-2020
Kazakhstan,951,86.0,10 ,,99.0,842.0,21.0,51.0,0.5,69304.0,3691.0,Asia,04-12-2020
Uzbekistan,833,66.0,4 ,,65.0,764.0,8.0,25.0,0.1,70000.0,2091.0,Asia,04-12-2020
North Macedonia,828,68.0,34 ,,41.0,753.0,15.0,397.0,16.0,8057.0,3867.0,Europe,04-12-2020
Cameroon,820,,12 ,,98.0,710.0,,31.0,0.5,,,Africa,04-12-2020
Slovakia,742,14.0,2 ,,23.0,717.0,5.0,136.0,0.4,27426.0,5023.0,Europe,04-12-2020
Diamond Princess,712,,11 ,,619.0,82.0,10.0,,,,,,04-12-2020
Tunisia,685,,28  ,,43.0,614.0,85.0,58.0,2.0,10676.0,903.0,Africa,04-12-2020
Bulgaria,675,14.0,29 ,1.0,68.0,578.0,36.0,97.0,4.0,18502.0,2663.0,Europe,04-12-2020
Cuba,669,49.0,18 ,2.0,92.0,559.0,11.0,59.0,2.0,13162.0,1162.0,North America,04-12-2020
Latvia,651,21.0,5 ,2.0,16.0,630.0,2.0,345.0,3.0,28214.0,14958.0,Europe,04-12-2020
Andorra,638,37.0,29 ,3.0,128.0,481.0,17.0,8257.0,375.0,1673.0,21653.0,Europe,04-12-2020
Cyprus,633,17.0,11 ,1.0,65.0,557.0,8.0,524.0,9.0,17923.0,14845.0,Asia,04-12-2020
Lebanon,630,11.0,20 ,,80.0,530.0,34.0,92.0,3.0,15152.0,2220.0,Asia,04-12-2020
Bangladesh,621,139.0,34 ,4.0,39.0,548.0,1.0,4.0,0.2,9653.0,59.0,Asia,04-12-2020
Afghanistan,607,52.0,18 ,,32.0,557.0,,16.0,0.5,,,Asia,04-12-2020
Oman,599,53.0,4 ,1.0,109.0,486.0,3.0,117.0,0.8,,,Asia,04-12-2020
Costa Rica,577,,3 ,,49.0,525.0,13.0,113.0,0.6,6608.0,1297.0,North America,04-12-2020
Ivory Coast,533,,4 ,,58.0,471.0,,20.0,0.2,,,Africa,04-12-2020
Uruguay,501,7.0,7 ,,224.0,270.0,17.0,144.0,2.0,8114.0,2336.0,South America,04-12-2020
Niger,491,,11 ,,41.0,439.0,,20.0,0.5,4298.0,178.0,Africa,04-12-2020
Burkina Faso,484,,27 ,,155.0,302.0,,23.0,1.0,,,Africa,04-12-2020
Albania,446,13.0,23 ,,217.0,206.0,7.0,155.0,8.0,3877.0,1347.0,Europe,04-12-2020
Ghana,408,,8 ,,4.0,396.0,2.0,13.0,0.3,37405.0,1204.0,Africa,04-12-2020
Channel Islands,407,,9 ,,48.0,350.0,,2341.0,52.0,3320.0,19095.0,Europe,04-12-2020
Honduras,393,1.0,25 ,1.0,7.0,361.0,10.0,40.0,3.0,1600.0,162.0,North America,04-12-2020
Jordan,389,8.0,7 ,,201.0,181.0,5.0,38.0,0.7,20500.0,2009.0,Asia,04-12-2020
Réunion,388,, ,,40.0,348.0,3.0,433.0,,,,Africa,04-12-2020
Taiwan,388,3.0,6 ,,109.0,273.0,,16.0,0.3,46547.0,1954.0,Asia,04-12-2020
Malta,378,8.0,3 ,,44.0,331.0,4.0,856.0,7.0,17058.0,38633.0,Europe,04-12-2020
Kyrgyzstan,377,38.0,5 ,,54.0,318.0,5.0,58.0,0.8,9618.0,1474.0,Asia,04-12-2020
San Marino,356,,35 ,,53.0,268.0,14.0,10492.0,1032.0,846.0,24933.0,Europe,04-12-2020
Mauritius,324,5.0,9 ,,42.0,273.0,3.0,255.0,7.0,7077.0,5565.0,Africa,04-12-2020
Nigeria,318,,10 ,,70.0,238.0,2.0,2.0,0.05,5000.0,24.0,Africa,04-12-2020
Bolivia,300,25.0,24 ,4.0,2.0,274.0,3.0,26.0,2.0,2185.0,187.0,South America,04-12-2020
Palestine,288,20.0,2 ,,58.0,228.0,,56.0,0.4,17329.0,3397.0,Asia,04-12-2020
Senegal,280,2.0,2 ,,171.0,107.0,1.0,17.0,0.1,,,Africa,04-12-2020
Montenegro,267,4.0,3 ,1.0,5.0,259.0,7.0,425.0,5.0,2869.0,4568.0,Europe,04-12-2020
Vietnam,260,2.0, ,,144.0,116.0,8.0,3.0,,121821.0,1252.0,Asia,04-12-2020
Georgia,257,15.0,3 ,,67.0,187.0,6.0,64.0,0.8,3271.0,820.0,Asia,04-12-2020
Guinea,250,, ,,17.0,233.0,,19.0,,,,Africa,04-12-2020
DRC,234,11.0,20 ,,16.0,198.0,,3.0,0.2,,,Africa,04-12-2020
Isle of Man,228,2.0,2 ,,112.0,114.0,11.0,2681.0,24.0,1934.0,22744.0,Europe,04-12-2020
Djibouti,214,27.0,2 ,,36.0,176.0,,217.0,2.0,4451.0,4505.0,Africa,04-12-2020
Sri Lanka,210,12.0,7 ,,56.0,147.0,1.0,10.0,0.3,4525.0,211.0,Asia,04-12-2020
Kenya,197,6.0,8 ,1.0,25.0,164.0,2.0,4.0,0.1,7449.0,139.0,Africa,04-12-2020
Mayotte,196,,3 ,,59.0,134.0,3.0,718.0,11.0,1350.0,4948.0,Africa,04-12-2020
Faeroe Islands,184,, ,,157.0,27.0,,3766.0,,5509.0,112744.0,Europe,04-12-2020
Venezuela,175,,9 ,,93.0,73.0,6.0,6.0,0.3,181335.0,6377.0,South America,04-12-2020
Martinique,155,,6 ,,50.0,99.0,19.0,413.0,16.0,,,North America,04-12-2020
Guatemala,153,16.0,3 ,,19.0,131.0,3.0,9.0,0.2,1134.0,63.0,North America,04-12-2020
Guadeloupe,143,,8 ,,67.0,68.0,13.0,357.0,20.0,,,North America,04-12-2020
Brunei ,136,,1 ,,106.0,29.0,2.0,311.0,2.0,9884.0,22593.0,Asia,04-12-2020
Paraguay,134,1.0,6 ,,22.0,106.0,1.0,19.0,0.8,2262.0,317.0,South America,04-12-2020
Gibraltar,129,, ,,84.0,45.0,1.0,3829.0,,1558.0,46244.0,Europe,04-12-2020
El Salvador,125,7.0,6 ,,21.0,98.0,3.0,19.0,0.9,,,North America,04-12-2020
Cambodia,122,2.0, ,,77.0,45.0,1.0,7.0,,5768.0,345.0,Asia,04-12-2020
Rwanda,120,, ,,18.0,102.0,,9.0,,806.0,62.0,Africa,04-12-2020
Trinidad and Tobago,113,1.0,8 ,,12.0,93.0,,81.0,6.0,1102.0,787.0,North America,04-12-2020
Madagascar,106,4.0, ,,20.0,86.0,1.0,4.0,,,,Africa,04-12-2020
Mali,105,18.0,9 ,2.0,22.0,74.0,,5.0,0.4,,,Africa,04-12-2020
Monaco,92,,1 ,,5.0,86.0,4.0,2344.0,25.0,,,Europe,04-12-2020
Aruba,92,, ,,29.0,63.0,,862.0,,1118.0,10471.0,North America,04-12-2020
French Guiana,86,, ,,51.0,35.0,1.0,288.0,,,,South America,04-12-2020
Liechtenstein,79,,1 ,,55.0,23.0,,2072.0,26.0,900.0,23605.0,Europe,04-12-2020
Togo,76,,3 ,,29.0,44.0,,9.0,0.4,2532.0,306.0,Africa,04-12-2020
Ethiopia,71,2.0,3 ,,10.0,58.0,,0.6,0.03,3863.0,34.0,Africa,04-12-2020
Jamaica,69,,4 ,,13.0,52.0,,23.0,1.0,907.0,306.0,North America,04-12-2020
Barbados,68,,4 ,,11.0,53.0,4.0,237.0,14.0,747.0,2599.0,North America,04-12-2020
Congo,60,,5 ,,5.0,50.0,,11.0,0.9,,,Africa,04-12-2020
Uganda,53,, ,,4.0,49.0,,1.0,,4856.0,106.0,Africa,04-12-2020
Cayman Islands,53,,1 ,,6.0,46.0,3.0,806.0,15.0,536.0,8156.0,North America,04-12-2020
French Polynesia,51,, ,,,51.0,,182.0,,744.0,2649.0,Australia/Oceania,04-12-2020
Sint Maarten,50,,9 ,,5.0,36.0,2.0,1166.0,210.0,134.0,3125.0,North America,04-12-2020
Liberia,50,2.0,5 ,,3.0,42.0,,10.0,1.0,,,Africa,04-12-2020
Bermuda,50,2.0,4 ,,28.0,18.0,2.0,803.0,64.0,416.0,6680.0,North America,04-12-2020
Gabon,49,3.0,1 ,,1.0,47.0,,22.0,0.4,,,Africa,04-12-2020
Bahamas,46,,8 ,,5.0,33.0,1.0,117.0,20.0,,,North America,04-12-2020
Guyana,45,,6 ,,8.0,31.0,3.0,57.0,8.0,193.0,245.0,South America,04-12-2020
Macao,45,, ,,10.0,35.0,1.0,69.0,,,,Asia,04-12-2020
Zambia,43,3.0,2 ,,30.0,11.0,1.0,2.0,0.1,1239.0,67.0,Africa,04-12-2020
Myanmar,39,1.0,4 ,1.0,2.0,33.0,,0.7,0.07,1406.0,26.0,Asia,04-12-2020
Guinea-Bissau,38,, ,,,38.0,,19.0,,1500.0,762.0,Africa,04-12-2020
Benin,35,,1 ,,5.0,29.0,,3.0,0.08,,,Africa,04-12-2020
Eritrea,34,, ,,,34.0,,10.0,,,,Africa,04-12-2020
Haiti,33,,3 ,1.0,,30.0,,3.0,0.3,365.0,32.0,North America,04-12-2020
Tanzania,32,,3 ,,5.0,24.0,,0.5,0.05,,,Africa,04-12-2020
Saint Martin,32,,2 ,,11.0,19.0,5.0,828.0,52.0,,,North America,04-12-2020
Syria,25,,2 ,,5.0,18.0,,1.0,0.1,,,Asia,04-12-2020
Libya,25,,1 ,,8.0,16.0,,4.0,0.1,507.0,74.0,Africa,04-12-2020
Mozambique,21,1.0, ,,2.0,19.0,,0.7,,679.0,22.0,Africa,04-12-2020
Equatorial Guinea,21,3.0, ,,3.0,18.0,,15.0,,854.0,609.0,Africa,04-12-2020
Somalia,21,,1 ,,2.0,18.0,2.0,1.0,0.06,,,Africa,04-12-2020
Antigua and Barbuda,21,,2 ,,,19.0,1.0,214.0,20.0,40.0,408.0,North America,04-12-2020
Maldives,20,1.0, ,,13.0,7.0,,37.0,,,,Asia,04-12-2020
Angola,19,,2 ,,4.0,13.0,,0.6,0.06,,,Africa,04-12-2020
Sudan,19,,2 ,,2.0,15.0,,0.4,0.05,,,Africa,04-12-2020
Laos,19,1.0, ,,,19.0,,3.0,,1140.0,157.0,Asia,04-12-2020
Chad,18,7.0, ,,2.0,16.0,,1.0,,,,Africa,04-12-2020
New Caledonia,18,, ,,1.0,17.0,,63.0,,2608.0,9135.0,Australia/Oceania,04-12-2020
Dominica,16,, ,,7.0,9.0,,222.0,,324.0,4501.0,North America,04-12-2020
Fiji,16,, ,,,16.0,,18.0,,,,Australia/Oceania,04-12-2020
Mongolia,16,, ,,4.0,12.0,,5.0,,,,Asia,04-12-2020
Namibia,16,, ,,3.0,13.0,,6.0,,362.0,142.0,Africa,04-12-2020
Saint Lucia,15,, ,,4.0,11.0,,82.0,,,,North America,04-12-2020
Eswatini,14,2.0, ,,7.0,7.0,,12.0,,,,Africa,04-12-2020
Grenada,14,, ,,,14.0,2.0,124.0,,92.0,818.0,North America,04-12-2020
Curaçao,14,,1 ,,7.0,6.0,,85.0,6.0,,,North America,04-12-2020
Zimbabwe,14,,3 ,,,11.0,,0.9,0.2,547.0,37.0,Africa,04-12-2020
Belize,14,1.0,2 ,,,12.0,1.0,35.0,5.0,364.0,915.0,North America,04-12-2020
Malawi,13,1.0,2 ,,,11.0,1.0,0.7,0.1,287.0,15.0,Africa,04-12-2020
Botswana,13,,1 ,,,12.0,,6.0,0.4,3115.0,1325.0,Africa,04-12-2020
Nepal,12,3.0, ,,1.0,11.0,,0.4,,4426.0,152.0,Asia,04-12-2020
Saint Kitts and Nevis,12,, ,,,12.0,,226.0,,205.0,3853.0,North America,04-12-2020
St. Vincent Grenadines,12,, ,,1.0,11.0,,108.0,,56.0,505.0,North America,04-12-2020
Greenland,11,, ,,11.0,0.0,,194.0,,770.0,13564.0,North America,04-12-2020
Seychelles,11,, ,,,11.0,,112.0,,,,Africa,04-12-2020
Sierra Leone,10,, ,,,10.0,,1.0,,,,Africa,04-12-2020
Suriname,10,,1 ,,4.0,5.0,,17.0,2.0,,,South America,04-12-2020
Montserrat,9,, ,,,9.0,1.0,1803.0,,36.0,7212.0,North America,04-12-2020
Gambia,9,,1 ,,2.0,6.0,,4.0,0.4,281.0,116.0,Africa,04-12-2020
MS Zaandam,9,,2 ,,,7.0,,,,,,,04-12-2020
Turks and Caicos,9,,1 ,,,8.0,,232.0,26.0,62.0,1601.0,North America,04-12-2020
Nicaragua,9,,1 ,,4.0,4.0,,1.0,0.2,,,North America,04-12-2020
CAR,8,, ,,,8.0,,2.0,,,,Africa,04-12-2020
Vatican City,8,, ,,2.0,6.0,,9988.0,,,,Europe,04-12-2020
Cabo Verde,8,,1 ,,1.0,6.0,,14.0,2.0,,,Africa,04-12-2020
Mauritania,7,,1 ,,2.0,4.0,,2.0,0.2,380.0,82.0,Africa,04-12-2020
St. Barth,6,, ,,4.0,2.0,,607.0,,,,North America,04-12-2020
Western Sahara,6,, ,,,6.0,,10.0,,,,Africa,04-12-2020
Falkland Islands,5,, ,,1.0,4.0,,1437.0,,137.0,39368.0,South America,04-12-2020
Burundi,5,, ,,,5.0,,0.4,,,,Africa,04-12-2020
Bhutan,5,, ,,2.0,3.0,,6.0,,1166.0,1511.0,Asia,04-12-2020
South Sudan,4,, ,,,4.0,,0.4,,,,Africa,04-12-2020
Sao Tome and Principe,4,, ,,,4.0,,18.0,,19.0,87.0,Africa,04-12-2020
Anguilla,3,, ,,,3.0,,200.0,,,,North America,04-12-2020
British Virgin Islands,3,, ,,2.0,1.0,,99.0,,,,North America,04-12-2020
Caribbean Netherlands,3,1.0, ,,,3.0,,114.0,,10.0,381.0,North America,04-12-2020
Papua New Guinea,2,, ,,,2.0,,0.2,,72.0,8.0,Australia/Oceania,04-12-2020
Timor-Leste,2,, ,,1.0,1.0,,2.0,,,,Asia,04-12-2020
Saint Pierre Miquelon,1,, ,,,1.0,,173.0,,,,North America,04-12-2020
Yemen,1,, ,,,1.0,,0.03,,,,Asia,04-12-2020
World,1903517,51260.0,118372,4178.0,439072.0,1346073.0,51495.0,244.0,15.2,,,All,04-13-2020
USA,574138,13838.0,22960 ,855.0,33754.0,517424.0,12547.0,1735.0,69.0,2905701.0,8778.0,North America,04-13-2020
Spain,169496,2665.0,17489 ,280.0,64727.0,87280.0,7371.0,3625.0,374.0,600000.0,12833.0,Europe,04-13-2020
Italy,159516,3153.0,20465 ,566.0,35435.0,103616.0,3260.0,2638.0,338.0,1046910.0,17315.0,Europe,04-13-2020
France,136779,4188.0,14967 ,574.0,27718.0,94094.0,6821.0,2095.0,229.0,333807.0,5114.0,Europe,04-13-2020
Germany,128092,238.0,3038 ,16.0,64300.0,60754.0,4895.0,1529.0,36.0,1317887.0,15730.0,Europe,04-13-2020
UK,88621,4342.0,11329 ,717.0,,76948.0,1559.0,1305.0,167.0,367667.0,5416.0,Europe,04-13-2020
China,82160,108.0,3341 ,2.0,77663.0,1156.0,121.0,57.0,2.0,,,Asia,04-13-2020
Iran,73303,1617.0,4585 ,111.0,45983.0,22735.0,3877.0,873.0,55.0,275427.0,3279.0,Asia,04-13-2020
Turkey,61049,4093.0,1296 ,98.0,3957.0,55796.0,1786.0,724.0,15.0,410556.0,4868.0,Asia,04-13-2020
Belgium,30589,942.0,3903 ,303.0,6707.0,19979.0,1234.0,2639.0,337.0,102151.0,8814.0,Europe,04-13-2020
Netherlands,26551,964.0,2823 ,86.0,250.0,23478.0,1358.0,1550.0,165.0,115992.0,6769.0,Europe,04-13-2020
Switzerland,25688,273.0,1138 ,32.0,12700.0,11850.0,386.0,2968.0,131.0,193800.0,22393.0,Europe,04-13-2020
Canada,25546,1163.0,767 ,50.0,7659.0,17120.0,557.0,677.0,20.0,422200.0,11186.0,North America,04-13-2020
Brazil,22720,528.0,1270 ,47.0,173.0,21277.0,296.0,107.0,6.0,62985.0,296.0,South America,04-13-2020
Russia,18328,2558.0,148 ,18.0,1470.0,16710.0,8.0,126.0,1.0,1300000.0,8908.0,Europe,04-13-2020
Portugal,16934,349.0,535 ,31.0,277.0,16122.0,188.0,1661.0,52.0,182707.0,17918.0,Europe,04-13-2020
Austria,14037,92.0,368 ,18.0,7343.0,6326.0,239.0,1559.0,41.0,148412.0,16479.0,Europe,04-13-2020
Israel,11235,90.0,113 ,10.0,1689.0,9433.0,181.0,1298.0,13.0,117339.0,13557.0,Asia,04-13-2020
Sweden,10948,465.0,919 ,20.0,381.0,9648.0,859.0,1084.0,91.0,54700.0,5416.0,Europe,04-13-2020
Ireland,10647,992.0,365 ,31.0,25.0,10257.0,194.0,2156.0,74.0,72000.0,14581.0,Europe,04-13-2020
S. Korea,10537,25.0,217 ,3.0,7447.0,2873.0,55.0,206.0,4.0,514621.0,10038.0,Asia,04-13-2020
India,10453,1248.0,358 ,27.0,1181.0,8914.0,,8.0,0.3,189111.0,137.0,Asia,04-13-2020
Ecuador,7529,63.0,355 ,22.0,597.0,6577.0,121.0,427.0,20.0,24553.0,1392.0,South America,04-13-2020
Chile,7525,312.0,82 ,2.0,2367.0,5076.0,387.0,394.0,4.0,85035.0,4448.0,South America,04-13-2020
Peru,7519,,193 ,,1798.0,5528.0,134.0,228.0,6.0,76506.0,2320.0,South America,04-13-2020
Japan,7370,,123 ,,784.0,6463.0,129.0,58.0,1.0,77381.0,612.0,Asia,04-13-2020
Poland,6934,260.0,245 ,13.0,487.0,6202.0,160.0,183.0,6.0,143630.0,3795.0,Europe,04-13-2020
Romania,6633,333.0,331 ,15.0,914.0,5388.0,231.0,345.0,17.0,67204.0,3493.0,Europe,04-13-2020
Norway,6551,26.0,134 ,6.0,32.0,6385.0,59.0,1208.0,25.0,127305.0,23483.0,Europe,04-13-2020
Australia,6359,46.0,61 ,2.0,3494.0,2804.0,79.0,249.0,2.0,362136.0,14201.0,Australia/Oceania,04-13-2020
Denmark,6318,144.0,285 ,12.0,2235.0,3798.0,100.0,1091.0,49.0,72099.0,12448.0,Europe,04-13-2020
Czechia,6022,31.0,143 ,5.0,519.0,5360.0,87.0,562.0,13.0,128359.0,11986.0,Europe,04-13-2020
Pakistan,5496,266.0,93 ,2.0,1095.0,4308.0,44.0,25.0,0.4,65114.0,295.0,Asia,04-13-2020
Saudi Arabia,4934,472.0,65 ,6.0,805.0,4064.0,59.0,142.0,2.0,115585.0,3320.0,Asia,04-13-2020
Philippines,4932,284.0,315 ,18.0,242.0,4375.0,1.0,45.0,3.0,33814.0,309.0,Asia,04-13-2020
Malaysia,4817,134.0,77 ,1.0,2276.0,2464.0,66.0,149.0,2.0,81730.0,2525.0,Asia,04-13-2020
Mexico,4661,442.0,296 ,23.0,1843.0,2522.0,185.0,36.0,2.0,36594.0,284.0,North America,04-13-2020
Indonesia,4557,316.0,399 ,26.0,380.0,3778.0,,17.0,1.0,27075.0,99.0,Asia,04-13-2020
UAE,4123,,25 ,3.0,852.0,3246.0,1.0,417.0,3.0,648195.0,65538.0,Asia,04-13-2020
Serbia,4054,424.0,85 ,5.0,400.0,3569.0,138.0,464.0,10.0,20958.0,2399.0,Europe,04-13-2020
Panama,3400,,87 ,,29.0,3284.0,106.0,788.0,20.0,15147.0,3511.0,North America,04-13-2020
Luxembourg,3292,11.0,69 ,3.0,500.0,2723.0,30.0,5259.0,110.0,29315.0,46831.0,Europe,04-13-2020
Qatar,3231,252.0,7 ,,334.0,2890.0,37.0,1121.0,2.0,50828.0,17642.0,Asia,04-13-2020
Dominican Republic,3167,200.0,177 ,4.0,152.0,2838.0,147.0,292.0,16.0,9275.0,855.0,North America,04-13-2020
Ukraine,3102,325.0,93 ,10.0,97.0,2912.0,45.0,71.0,2.0,32496.0,743.0,Europe,04-13-2020
Finland,3064,90.0,59 ,3.0,300.0,2705.0,74.0,553.0,11.0,46000.0,8302.0,Europe,04-13-2020
Belarus,2919,341.0,29 ,3.0,203.0,2687.0,55.0,309.0,3.0,68000.0,7196.0,Europe,04-13-2020
Singapore,2918,386.0,9 ,1.0,586.0,2323.0,29.0,499.0,2.0,72680.0,12423.0,Asia,04-13-2020
Colombia,2776,,109 ,,270.0,2397.0,92.0,55.0,2.0,41765.0,821.0,South America,04-13-2020
Thailand,2579,28.0,40 ,2.0,1288.0,1251.0,61.0,37.0,0.6,71860.0,1030.0,Asia,04-13-2020
Argentina,2208,66.0,97 ,7.0,468.0,1643.0,83.0,49.0,2.0,19758.0,437.0,South America,04-13-2020
South Africa,2173,,25 ,,410.0,1738.0,7.0,37.0,0.4,80085.0,1350.0,Africa,04-13-2020
Greece,2145,31.0,99 ,1.0,269.0,1777.0,73.0,206.0,9.0,43417.0,4165.0,Europe,04-13-2020
Egypt,2065,,159 ,,589.0,1317.0,,20.0,2.0,25000.0,244.0,Africa,04-13-2020
Algeria,1983,69.0,313 ,20.0,601.0,1069.0,60.0,45.0,7.0,3359.0,77.0,Africa,04-13-2020
Morocco,1763,102.0,126 ,8.0,203.0,1434.0,1.0,48.0,3.0,8952.0,243.0,Africa,04-13-2020
Moldova,1712,50.0,35 ,4.0,107.0,1570.0,80.0,424.0,9.0,6271.0,1555.0,Europe,04-13-2020
Iceland,1711,10.0,8 ,,933.0,770.0,10.0,5014.0,23.0,35253.0,103308.0,Europe,04-13-2020
Croatia,1650,50.0,25 ,2.0,400.0,1225.0,34.0,402.0,6.0,17790.0,4333.0,Europe,04-13-2020
Hungary,1458,48.0,109 ,10.0,120.0,1229.0,58.0,151.0,11.0,34819.0,3604.0,Europe,04-13-2020
Iraq,1378,26.0,78 ,2.0,717.0,583.0,,34.0,2.0,37791.0,940.0,Asia,04-13-2020
New Zealand,1349,19.0,5 ,1.0,546.0,798.0,4.0,280.0,1.0,62827.0,13029.0,Australia/Oceania,04-13-2020
Bahrain,1348,212.0,6 ,,591.0,751.0,4.0,792.0,4.0,65768.0,38651.0,Asia,04-13-2020
Estonia,1332,23.0,28 ,3.0,102.0,1202.0,9.0,1004.0,21.0,30764.0,23191.0,Europe,04-13-2020
Kuwait,1300,66.0,2 ,1.0,150.0,1148.0,26.0,304.0,0.5,,,Asia,04-13-2020
Slovenia,1212,7.0,55 ,2.0,152.0,1005.0,34.0,583.0,26.0,35405.0,17030.0,Europe,04-13-2020
Azerbaijan,1148,50.0,12 ,1.0,289.0,847.0,27.0,113.0,1.0,66677.0,6576.0,Asia,04-13-2020
Kazakhstan,1091,140.0,12 ,2.0,138.0,941.0,21.0,58.0,0.6,69304.0,3691.0,Asia,04-13-2020
Lithuania,1062,9.0,24 ,1.0,101.0,937.0,14.0,390.0,9.0,41503.0,15246.0,Europe,04-13-2020
Armenia,1039,26.0,14 ,1.0,211.0,814.0,30.0,351.0,5.0,7631.0,2575.0,Asia,04-13-2020
Bosnia and Herzegovina,1030,21.0,39 ,,206.0,785.0,4.0,314.0,12.0,11612.0,3539.0,Europe,04-13-2020
Hong Kong,1010,5.0,4 ,,397.0,609.0,13.0,135.0,0.5,96709.0,12900.0,Asia,04-13-2020
Uzbekistan,934,69.0,4 ,,85.0,845.0,8.0,28.0,0.1,70000.0,2091.0,Asia,04-13-2020
North Macedonia,854,26.0,38 ,4.0,44.0,772.0,15.0,410.0,18.0,8552.0,4105.0,Europe,04-13-2020
Cameroon,820,,12 ,,98.0,710.0,,31.0,0.5,,,Africa,04-13-2020
Slovakia,816,74.0,2 ,,107.0,707.0,5.0,149.0,0.4,28750.0,5266.0,Europe,04-13-2020
Bangladesh,803,182.0,39 ,5.0,42.0,722.0,1.0,5.0,0.2,11223.0,68.0,Asia,04-13-2020
Oman,727,128.0,4 ,,124.0,599.0,3.0,142.0,0.8,,,Asia,04-13-2020
Cuba,726,57.0,21 ,3.0,121.0,584.0,11.0,64.0,2.0,17133.0,1513.0,North America,04-13-2020
Diamond Princess,712,,11 ,,619.0,82.0,10.0,,,,,,04-13-2020
Tunisia,707,,31 ,,43.0,633.0,89.0,60.0,3.0,11238.0,951.0,Africa,04-13-2020
Bulgaria,685,10.0,32 ,3.0,71.0,582.0,36.0,99.0,5.0,18502.0,2663.0,Europe,04-13-2020
Afghanistan,665,58.0,21 ,3.0,32.0,612.0,,17.0,0.5,,,Asia,04-13-2020
Cyprus,662,29.0,12 ,1.0,65.0,585.0,8.0,548.0,10.0,17923.0,14845.0,Asia,04-13-2020
Latvia,655,4.0,5 ,,16.0,634.0,2.0,347.0,3.0,28776.0,15256.0,Europe,04-13-2020
